gene,chrom,n_snps,min_p,score
WDR5,9,368,0.026565,1.575690179754244
WDR53,3,119,0.05188,1.2850000325879576
WDR54,2,75,0.000686136,3.163589793629156
WDR55,5,96,0.0112458,1.9490096444322307
WDR59,16,641,0.00359501,2.4442998972313688
WDR5B,3,88,0.0107041,1.970449842285022
WDR6,3,47,0.021563,1.6662908171027275
WDR61,15,137,0.0225652,1.6465608128856277
WDR62,19,303,0.0044501,2.3516302297021636
WDR64,1,843,0.00338049,2.4710203444346353
WDR7,18,1662,0.00167078,2.777080732079184
WDR70,5,1717,0.00214778,2.668010206063377
WDR72,15,1578,0.0023877,2.622020240578346
WDR73,15,161,0.00421357,2.3753497867525404
WDR74,11,119,0.00642214,2.1923202312259567
WDR75,2,308,0.0540841,1.2669303928822104
WDR76,15,182,3.27009e-05,4.485440294445068
WDR77,1,107,0.010288,1.987669044419853
WDR81,17,199,0.00284682,2.5456399917494514
WDR82,3,127,0.0527473,1.2777997658902074
WDR83,19,89,0.0143562,1.8429605000259424
WDR83OS,19,67,0.0143562,1.8429605000259424
WDR86,7,233,0.00214368,2.6688400438889937
WDR86-AS1,7,115,0.00214368,2.6688400438889937
WDR87,19,135,0.0179308,1.7464003335368232
WDR87BP,19,181,0.0140851,1.8512400653062504
WDR88,19,308,0.0187793,1.7263206001318456
WDR89,14,238,0.0113284,1.94583142466792
WDR90,16,177,0.00491575,2.3084102121121273
WDR91,7,212,0.00794603,2.0998497996116576
WDR92,2,165,0.0031317,2.50421984769482
WDR93,15,322,0.00155235,2.809010353998113
WDR97,8,123,0.00896376,2.0475097799896096
WDSUB1,2,437,0.00653281,2.184899972630866
WDTC1,1,238,0.0124337,1.9053996154877564
WEE1,11,133,0.00269122,2.570050798378703
WEE2,7,131,0.0584602,1.2331397031977442
WEE2-AS1,7,166,0.0294938,1.5302692690652726
WFDC1,16,471,0.00130542,2.8842497378763676
WFDC10A,20,119,0.0121577,1.9151485773483565
WFDC10B,20,174,0.0281696,1.5502193198238159
WFDC11,20,198,0.0129667,1.887170536957133
WFDC12,20,100,0.00117668,2.929341628175791
WFDC13,20,130,0.0437956,1.3585695194435687
WFDC2,20,167,0.00537094,2.2699496992004566
WFDC21P,17,59,0.0179416,1.7461388299548901
WFDC3,20,185,0.0525872,1.2791199525355121
WFDC5,20,131,6.93665e-05,4.158850217984738
WFDC6,20,132,0.0421502,1.3752003603348424
WFDC8,20,376,0.0136908,1.8635711738211302
WFDC9,20,256,0.0121577,1.9151485773483565
WFIKKN1,16,112,0.00489317,2.3104096955870075
WFIKKN2,17,117,0.000231569,3.6353195797893734
WFS1,4,334,0.0028731,2.5416492578603367
WHAMM,15,215,0.00304243,2.5167794051976373
WHAMMP1,15,53,0.00566357,2.246909727372719
WHAMMP2,15,139,0.00703623,2.152659972782192
WHAMMP3,15,124,0.00433002,2.363510097672136
WHRN,9,583,0.00442578,2.3540101781088705
WIF1,12,284,0.00132382,2.8781710619666354
WIPF1,2,362,0.0188486,1.7247209019491425
WIPF2,17,254,0.00686341,2.1634600568547664
WIPF3,7,653,0.0127826,1.8933808010439592
WIPI1,17,217,0.00943387,2.025310112685573
WIPI2,7,408,0.0292786,1.5334496935566424
WIZ,19,93,0.00829832,2.081009821910684
WLS,1,849,0.00106662,2.9719902771989855
WNK1,12,653,0.00239514,2.6206690962575747
WNK2,9,719,0.00563197,2.249339667230496
WNK4,17,73,0.0313278,1.50407010245017
WNT1,12,48,0.0329921,1.4815900400355695
WNT10A,2,58,0.00097958,3.008960090409621
WNT10B,12,87,0.0329921,1.4815900400355695
WNT11,11,170,0.00523781,2.280850259528229
WNT16,7,182,0.00663819,2.1779503212599467
WNT2,7,236,0.0137604,1.8613689414444143
WNT2B,1,329,0.00207812,2.6823293779371125
WNT3,17,201,0.0287541,1.5413002212205134
WNT3A,1,235,0.00893388,2.0489598852745043
WNT4,1,232,0.000496592,3.304000281124267
WNT5A,3,168,0.0107174,1.969910560035739
WNT5B,12,293,0.00493083,2.307079970361709
WNT6,2,66,0.0295692,1.5291604252299003
WNT7A,3,424,0.00831649,2.080059930352246
WNT7B,22,527,0.00396086,2.4022105078360476
WNT8A,5,92,0.00264423,2.577700771808749
WNT8B,10,119,0.00794987,2.099639973072368
WNT9A,1,223,0.0206862,1.684319280750484
WNT9B,17,195,0.0108785,1.9634309839239925
WRAP53,17,175,0.0180917,1.742520622419862
WRAP73,1,163,0.037512,1.425829780269207
WRN,8,563,0.00467477,2.330239751676608
WRNIP1,6,222,0.0896788,1.0473102117072968
WSB1,17,140,0.0246905,1.6074701152101396
WSB2,12,224,0.00311114,2.507080445381354
WSCD1,17,313,0.00518084,2.2855998198321763
WSCD2,12,590,0.000320391,3.4943196920423407
WSPAR,5,92,0.0123532,1.9082205272362511
WT1,11,393,0.00229848,2.6385592708683934
WT1-AS,11,266,0.011879,1.9252201176680674
WTAP,6,231,0.0180007,1.7447106059952353
WTAPP1,11,384,0.0259806,1.585350823483152
WTIP,19,248,0.0215016,1.6675292216975734
WWC1,5,1006,0.000671815,3.1727503036433538
WWC2,4,711,0.00690558,2.1607998391387824
WWC2-AS1,4,47,0.051466,1.288479584332571
WWC2-AS2,4,72,0.00943844,2.025099780636016
WWOX,16,10737,0.00036196,3.4413394204588608
WWP1,8,580,0.00404818,2.392740185084078
WWP2,16,837,0.00340565,2.467799986696115
WWTR1,3,1180,0.00939399,2.027149906463514
WWTR1-AS1,3,156,0.0314492,1.5023903975956436
XAB2,19,130,0.0512519,1.2902900298971767
XAF1,17,209,0.000915883,3.038160001986929
XBP1,22,109,0.00253116,2.5966804012973586
XCL1,1,129,0.00431241,2.3652799555502604
XCL2,1,140,0.036885,1.4331502122056017
XCR1,3,538,0.00143618,2.842791125478308
XDH,2,479,0.00530884,2.275000363407046
XIRP1,3,103,0.0684274,1.1647699613496605
XIRP2,2,1909,0.00107632,2.9680585896612732
XIRP2-AS1,2,212,0.00662628,2.178730216524436
XKR3,22,225,0.00277984,2.5559802001671073
XKR4,8,2155,0.00204951,2.6883499583261457
XKR5,8,286,0.00694944,2.1580501903319833
XKR6,8,1650,0.00617689,2.2092301326461787
XKR7,20,146,0.00566735,2.2466199656936157
XKR8,1,102,0.00495176,2.305240412695839
XKR9,8,449,0.010054,1.9976611191079434
XLOC_007697,9,61,0.155882,0.8072040307508402
XLOC_008559,10,435,0.00890902,2.050170066109036
XLOC_009911,12,136,0.0105427,1.9770481514634428
XPA,9,80,0.0294747,1.5305506065554388
XPC,3,194,0.009378,2.0278897715971693
XPNPEP1,10,231,0.016183,1.7909409658712026
XPNPEP3,22,170,0.00235863,2.6273401818619
XPO1,2,288,0.0193749,1.7127605303473432
XPO4,13,588,0.00524192,2.280509611360359
XPO5,6,195,0.0274454,1.5615304352585062
XPO6,16,250,0.000947153,3.0235798608186673
XPO7,8,387,0.0709202,1.1492300483281148
XPOT,12,183,0.019383,1.7125790042401687
XPR1,1,842,0.00456373,2.340680057281585
XRCC1,19,268,0.00390688,2.40816992794547
XRCC2,7,293,0.00681208,2.166720260393151
XRCC3,14,133,0.000511623,3.2910499400562494
XRCC4,5,1179,0.00851177,2.069980120138357
XRCC5,2,482,0.00289414,2.5384804643168932
XRCC6,22,219,0.0137214,1.8626015751266622
XRN1,3,406,0.0100443,1.9980803243941165
XRN2,20,340,0.0257941,1.588479620799109
XRRA1,11,370,0.00257217,2.589700331384643
XXYLT1,3,1171,0.00145218,2.8379795488138115
XXYLT1-AS1,3,137,0.00145218,2.8379795488138115
XXYLT1-AS2,3,163,0.0188196,1.7253896114953127
XYLB,3,454,0.00810849,2.0910600145589413
XYLT1,16,1875,0.00245019,2.610800236961129
XYLT2,17,199,0.00342452,2.4654002930650414
YAE1,7,307,0.0130068,1.8858295376646905
YAF2,12,327,0.00458015,2.3391202986106423
YAP1,11,533,0.00544691,2.2638498005716055
YARS1,1,206,0.009181,2.037110012608209
YARS2,12,168,0.0033893,2.46988998838356
YBEY,21,246,0.0126958,1.8963399277450586
YBX1,1,148,0.0125864,1.90009847034538
YBX2,17,104,0.00981929,2.0079199134584402
YBX3,12,169,0.00309172,2.509799844624734
YBX3P1,16,86,0.00137271,2.8624212025319897
YDJC,22,65,0.000502829,3.298579682901789
YEATS2,3,461,0.00309571,2.509239729933178
YEATS2-AS1,3,104,0.0595594,1.2250496859702587
YEATS4,12,305,0.0359476,1.4443300994827675
YES1,18,540,0.00204833,2.6886000742422427
YIF1A,11,57,0.0666546,1.176169873471725
YIF1B,19,151,0.0255523,1.5925700022865357
YIPF1,1,268,0.00127119,2.8957895322275973
YIPF2,19,79,0.003404,2.46801044858745
YIPF3,6,67,0.0274454,1.5615304352585062
YIPF4,2,245,0.00342602,2.4652101060919662
YIPF5,5,167,0.00520643,2.283459966285314
YIPF7,4,307,0.00951349,2.0216601339884837
YJEFN3,19,102,0.0229499,1.6392192024815264
YJU2,19,211,0.00820824,2.085749953748847
YKT6,7,156,0.0334996,1.474960378599868
YLPM1,14,339,0.0273937,1.5623493046916817
YME1L1,10,401,0.00568604,2.245190089471786
YOD1,1,77,0.0152391,1.817040681065674
YPEL1,22,291,0.00200101,2.6987507409819957
YPEL2,17,318,0.0192579,1.7153910727741135
YPEL3,16,55,0.021753,1.6624808401530247
YPEL4,11,58,0.0070249,2.1533598535947402
YPEL5,2,91,0.00711295,2.1479502441350493
YRDC,1,54,0.0101866,1.9919707470666843
YTHDC1,4,161,0.00470522,2.327420065636871
YTHDC2,5,635,0.00508675,2.2935596062429293
YTHDF1,20,195,0.00473773,2.3244296930542245
YTHDF2,1,185,2.34364e-05,4.6301090982942235
YTHDF3,8,164,0.00250663,2.6009097668863195
YTHDF3-AS1,8,61,0.00250663,2.6009097668863195
YWHAB,20,161,0.0227987,1.6420899161101887
YWHAE,17,581,0.00205551,2.687080406047701
YWHAEP1,7,136,0.0058142,2.2355100332118836
YWHAEP7,17,260,0.0280246,1.5524605774495819
YWHAG,7,209,0.0166035,1.779800353498199
YWHAH,22,176,0.00715517,2.145380043359851
YWHAQ,2,208,0.0397686,1.4004596974972146
YWHAZ,8,206,0.0150034,1.8238103120166111
YY1,14,218,0.00876658,2.0571697996566516
YY1AP1,1,100,0.00966741,2.0146898623565583
YY1P2,2,96,0.0470717,1.3272401168137076
ZACN,17,72,0.00192083,2.7165110699789796
ZADH2,18,146,0.00709905,2.148799764993944
ZAN,7,363,0.00141237,2.850051515813577
ZAP70,2,122,0.0121057,1.9170100928519271
ZAR1,4,75,0.00451118,2.3457098438295483
ZAR1L,13,134,0.0261824,1.581990546517739
ZASP,7,75,0.0532832,1.273409700868353
ZBBX,3,650,0.000992042,3.0034699407670775
ZBED2,3,76,0.0426481,1.370100312161078
ZBED3,5,136,0.0402124,1.3956400060900283
ZBED3-AS1,5,335,0.0256378,1.591119244709105
ZBED4,22,340,0.0135681,1.8674809642259118
ZBED5,11,121,0.0507984,1.2941499664978549
ZBED5-AS1,11,173,0.0369854,1.4319696800078114
ZBED6,1,112,0.0973957,1.011460216709636
ZBED6CL,7,109,0.169877,0.7698654171830652
ZBED8,5,110,0.00413219,2.383819717632942
ZBED9,6,253,0.000898442,3.046509954050821
ZBP1,20,152,0.00796581,2.0987700565678704
ZBTB1,14,190,0.0442028,1.354550219654656
ZBTB10,8,212,0.000537985,3.2692298330846232
ZBTB11,3,151,0.00373551,2.4276500966423367
ZBTB11-AS1,3,81,0.01036,1.9846402445907858
ZBTB12,6,105,0.00578496,2.2376996396230933
ZBTB14,18,168,0.00188764,2.7240808283225104
ZBTB16,11,965,0.000592953,3.2269797293163327
ZBTB17,1,174,0.0127682,1.8938703231882
ZBTB18,1,69,0.00141195,2.8501806822562914
ZBTB2,6,182,0.0253723,1.5956401621817822
ZBTB20,3,2718,0.000867981,3.061489781373587
ZBTB20-AS1,3,209,0.00215278,2.667000349957227
ZBTB20-AS3,3,106,0.00970622,2.0129498692433576
ZBTB20-AS4,3,75,0.00367629,2.434590237103094
ZBTB20-AS5,3,215,0.00953367,2.020739884888461
ZBTB21,21,220,0.0272452,1.5647099997041714
ZBTB22,6,80,0.00162263,2.7897804988290065
ZBTB24,6,145,0.0264332,1.5778502580480975
ZBTB25,14,262,0.00375154,2.425790418616278
ZBTB26,9,109,0.00156434,2.8056688496929487
ZBTB3,11,63,0.0113828,1.943750894797269
ZBTB32,19,117,0.00966029,2.0150098359541437
ZBTB34,9,149,0.0023775,2.6238794743905487
ZBTB37,1,222,0.0220892,1.6558200125974174
ZBTB38,3,454,0.000547129,3.2619102652879866
ZBTB39,12,67,0.0167737,1.7753711286674136
ZBTB4,17,212,0.00704142,2.15233975052021
ZBTB40,1,290,6.05968e-07,6.217550309481177
ZBTB41,1,178,0.0438369,1.3581601653014284
ZBTB42,14,105,0.00535982,2.270849795068308
ZBTB43,9,170,0.0123683,1.9076899892436312
ZBTB44,11,559,0.00662857,2.1785801530573345
ZBTB44-DT,11,489,0.00762325,2.117859837564331
ZBTB45,19,130,0.0171981,1.7645195301328374
ZBTB46,20,654,0.00106424,2.972960421926229
ZBTB46-AS1,20,247,0.00936871,2.0283202040375437
ZBTB47,3,111,0.00849669,2.0707502266033964
ZBTB48,1,111,0.00742403,2.1293602818312025
ZBTB49,4,362,0.0044023,2.3563203652571953
ZBTB5,9,137,0.0226167,1.6455707626440808
ZBTB6,9,82,0.0464045,1.3334399024104906
ZBTB7A,19,179,0.00201196,2.6963806577870644
ZBTB7B,1,83,0.0142004,1.8476994221418677
ZBTB7C,18,2064,0.00031017,3.5084002099541314
ZBTB8A,1,299,0.00175821,2.754929254180094
ZBTB8B,1,128,0.00373353,2.4278803546391643
ZBTB8OS,1,223,0.0140094,1.8535804644479228
ZBTB9,6,70,0.000846935,3.072149919332282
ZC2HC1A,8,278,0.0129229,1.8886400163199382
ZC2HC1B,6,350,0.000629347,3.2011098336768806
ZC2HC1C,14,87,0.0113446,1.9452108123268892
ZC3H10,12,73,0.0511564,1.2911000254745761
ZC3H11A,1,367,0.00274309,2.5617599430837115
ZC3H11B,1,117,0.0124761,1.9039211528893938
ZC3H12A,1,112,0.002711,2.5668704824195143
ZC3H12C,11,469,0.0121227,1.9164006421738833
ZC3H12D,6,330,0.060979,1.2148197019457594
ZC3H13,13,349,0.0318537,1.4968401144666386
ZC3H14,14,273,0.0334857,1.475140617947459
ZC3H15,2,129,0.0160879,1.793500641913003
ZC3H18,16,518,0.00806993,2.093130232408733
ZC3H18-AS1,16,198,0.0214531,1.6685099428444197
ZC3H3,8,619,0.00173285,2.7612390293182405
ZC3H4,19,251,0.000635389,3.196960308049402
ZC3H6,2,298,0.0069894,2.1555601043506463
ZC3H7A,16,294,0.00405163,2.392370221824897
ZC3H7B,22,212,0.00713592,2.1465500274314437
ZC3H8,2,156,0.0103115,1.9866781538883183
ZC3HAV1,7,379,0.0208646,1.680589936830918
ZC3HAV1L,7,172,0.0125207,1.9023713901640018
ZC3HC1,7,227,0.0318456,1.4969505641991276
ZCCHC10,5,192,0.00613635,2.212089877427121
ZCCHC14,16,618,0.000928517,3.03221014045559
ZCCHC17,1,308,0.0082798,2.081980153546692
ZCCHC2,18,351,0.0101298,1.9943991291465146
ZCCHC24,10,503,0.00166982,2.7773303415589807
ZCCHC3,20,132,0.00184493,2.7340201071149224
ZCCHC4,4,351,0.0243568,1.6133797699648753
ZCCHC7,9,681,0.003764,2.4243503852447805
ZCCHC8,12,173,0.0271057,1.5669393726589138
ZCCHC9,5,128,0.00517523,2.286070344322991
ZCRB1,12,133,0.0138328,1.8590899022139913
ZCWPW1,7,129,0.0294571,1.5308100109214602
ZCWPW2,3,625,0.0106064,1.974431998326545
ZDBF2,2,231,0.0285805,1.5439301777374381
ZDHHC1,16,141,0.0397237,1.4009503066332236
ZDHHC11,5,357,0.00679094,2.1680701066388397
ZDHHC11B,5,576,0.00517309,2.2862499657889916
ZDHHC12,9,54,0.0209382,1.67906065616568
ZDHHC13,11,289,0.00208684,2.6805108474275303
ZDHHC14,6,1682,0.00675445,2.1704100088462117
ZDHHC16,10,119,0.00166138,2.779531021956685
ZDHHC17,12,546,0.0286708,1.5425601887857012
ZDHHC18,1,121,0.0461892,1.3354595596974739
ZDHHC19,3,243,0.00460373,2.336890154839937
ZDHHC2,8,389,0.00202988,2.6925296354258235
ZDHHC20,13,412,0.0305555,1.5149106052361108
ZDHHC21,9,619,0.0107681,1.9678609199434145
ZDHHC22,14,143,0.00447311,2.3493904217903188
ZDHHC23,3,100,0.00718373,2.143649998962367
ZDHHC24,11,138,0.0449977,1.3468096840654589
ZDHHC3,3,244,0.0186342,1.7296892475596417
ZDHHC4,7,161,0.0231654,1.635160196376304
ZDHHC5,11,144,0.00534897,2.2717298378632544
ZDHHC6,10,146,0.0101861,1.9919920645396747
ZDHHC7,16,424,0.0162267,1.789769793021052
ZDHHC8,22,195,0.016719,1.7767897022241372
ZDHHC8P1,22,309,0.0558599,1.252899846105244
ZEB1,10,539,0.00151894,2.818459380965102
ZEB1-AS1,10,52,0.00268862,2.570470575078701
ZEB2,2,373,0.00161365,2.792190657688406
ZEB2-AS1,2,60,0.0444969,1.3516702442952508
ZER1,9,160,0.0360222,1.4434297668445437
ZFAND1,8,207,0.0645833,1.189879767693363
ZFAND2A,7,321,0.00036171,3.44163948436864
ZFAND2A-DT,7,326,0.000286306,3.5431695505477787
ZFAND2B,2,70,0.00492493,2.307599937923685
ZFAND3,6,1727,0.00591303,2.228189917584455
ZFAND4,10,313,0.00888812,2.0511900905449094
ZFAND5,9,142,0.00346099,2.460799655531383
ZFAND6,15,342,0.0224027,1.6496996368248986
ZFAS1,20,207,0.00956731,2.01921015379862
ZFAT,8,1201,0.0036446,2.438350129163647
ZFAT-AS1,8,125,0.0203367,1.6917195178863866
ZFC3H1,12,226,0.00950977,2.02182998663133
ZFHX2,14,107,0.0211359,1.6749792544963407
ZFHX3,16,1720,0.00135123,2.86927072112664
ZFHX4,8,637,4.65275e-05,4.33229028220504
ZFHX4-AS1,8,387,0.00166403,2.7788388482874757
ZFP1,16,257,0.00397915,2.4002096891661484
ZFP14,19,229,0.0136518,1.8648100827969016
ZFP2,5,344,0.0217355,1.6628303649167455
ZFP28,19,188,0.00133835,2.873430296739113
ZFP3,17,176,0.0389987,1.408949869697511
ZFP30,19,159,0.00941022,2.02640022315413
ZFP36,19,65,0.00612943,2.212579910369767
ZFP36L1,14,117,0.0865406,1.0627800980928546
ZFP36L2,2,86,0.0182348,1.739098995682951
ZFP37,9,149,0.0512142,1.2906096068637356
ZFP41,8,161,0.0219776,1.6580197351912151
ZFP42,4,209,0.0441733,1.3548401552298168
ZFP57,6,400,0.00115003,2.9392908303728937
ZFP62,5,186,0.000333119,3.47740059588934
ZFP64,20,665,0.0061372,2.212029723631323
ZFP69,1,176,0.0451149,1.34568000093616
ZFP69B,1,208,0.0724419,1.1400101675698178
ZFP82,19,197,0.0288297,1.5401598768286655
ZFP90,16,342,0.000368519,3.4335401159937065
ZFP91,11,200,0.00852099,2.069509944369516
ZFP91-CNTF,11,214,0.00852099,2.069509944369516
ZFPL1,11,68,0.134924,0.8699107920590525
ZFPM1,16,639,0.00842364,2.0745002018123975
ZFPM2,8,1750,0.00529273,2.2763202602692583
ZFPM2-AS1,8,1161,0.0100201,1.9991279442141345
ZFR,5,469,0.0165078,1.7823108014509428
ZFR2,19,431,0.00179655,2.7455606913889614
ZFYVE1,14,459,0.00354495,2.4503898859751976
ZFYVE16,5,361,0.00965362,2.0153098005195225
ZFYVE19,15,120,0.0447878,1.3488402698019264
ZFYVE21,14,124,0.000468145,3.3296196107153966
ZFYVE26,14,416,0.00451565,2.3452797268354795
ZFYVE27,10,231,0.000365519,3.437090043109158
ZFYVE28,4,1019,0.00843451,2.073940142532759
ZFYVE9,1,659,0.00135404,2.8683685058704596
ZG16,16,29,0.00726123,2.1389898067149367
ZG16B,16,66,0.0794639,1.0998301240665218
ZGLP1,19,121,0.0172886,1.762240173694954
ZGPAT,20,198,0.000155711,3.8076807061823223
ZGRF1,4,388,0.0165432,1.7813804797942072
ZHX1,8,86,0.00786357,2.104380242853059
ZHX1-C8orf76,8,115,0.00500668,2.3004501654765366
ZHX2,8,873,0.00413295,2.3837398487360626
ZHX3,20,563,0.021736,1.6628203745901657
ZIC1,3,87,0.109386,0.9610382585493775
ZIC2,13,75,0.0126961,1.8963296655476982
ZIC4,3,120,0.0382296,1.4176002460223418
ZIC5,13,103,0.00410639,2.3865398063525216
ZIK1,19,86,0.198741,0.7017125292819955
ZIM2,19,207,0.0153126,1.814951062091792
ZIM2-AS1,19,121,0.0153126,1.814951062091792
ZIM3,19,224,0.00478983,2.319679900233055
ZKSCAN1,7,150,0.0234855,1.6292001893691959
ZKSCAN2,16,165,0.00381417,2.41859995407539
ZKSCAN3,6,225,0.00105908,2.9750712332387828
ZKSCAN4,6,162,0.00112541,2.948689230175874
ZKSCAN5,7,109,0.00502077,2.299229673072719
ZKSCAN7,3,187,0.0315617,1.5008396125369068
ZKSCAN7-AS1,3,434,0.0315617,1.5008396125369068
ZKSCAN8,6,190,0.00720145,2.142580050291334
ZMAT2,5,96,0.00598563,2.222890132454844
ZMAT3,3,257,0.00937864,2.027860134256097
ZMAT4,8,1830,0.000285799,3.5439392951225215
ZMAT5,22,258,0.0125864,1.90009847034538
ZMIZ1,10,1252,0.00385629,2.413830313808633
ZMIZ1-AS1,10,596,0.0042338,2.373269661420033
ZMIZ2,7,129,0.00708761,2.149500187778431
ZMPSTE24,1,179,0.00843393,2.0739700078670285
ZMYM1,1,209,0.00865426,2.0627700614288242
ZMYM2,13,499,0.00939637,2.027039890383731
ZMYM4,1,520,0.0028035,2.5522994395654868
ZMYM4-AS1,1,85,0.00426079,2.370509870185531
ZMYM5,13,321,0.00126602,2.897559433480567
ZMYM6,1,197,0.00860538,2.0652299471540507
ZMYND10,3,56,0.0304439,1.5164997132685343
ZMYND11,10,451,0.024542,1.610090048227967
ZMYND12,1,180,0.00272873,2.56403943439649
ZMYND15,17,144,0.0138439,1.858741546448485
ZMYND19,9,83,0.030715,1.512649480344418
ZMYND8,20,477,0.00820843,2.085739901046129
ZNF10,12,154,0.00514198,2.288869616900963
ZNF100,19,348,0.0166311,1.7790790250961066
ZNF101,19,179,0.0712312,1.1473297392299298
ZNF106,15,322,0.000274246,3.5618596980854162
ZNF107,7,252,0.00307263,2.5124897334738003
ZNF112,19,348,0.00338478,2.4704695538299464
ZNF114,19,283,0.0232579,1.6334295011116415
ZNF117,7,188,0.0711639,1.1477402592662005
ZNF12,7,192,0.00666699,2.176070196284077
ZNF121,19,213,0.0201386,1.6959707241204418
ZNF124,1,387,0.0129158,1.8888786886137547
ZNF131,5,456,0.00440809,2.3557495470727066
ZNF132,19,103,0.0116646,1.9331301493495492
ZNF133,20,221,0.0778305,1.108850179540392
ZNF134,19,132,0.0534811,1.2717996687433153
ZNF135,19,118,0.00673349,2.1717597805189848
ZNF136,19,146,0.0106731,1.9717094214980422
ZNF137P,19,152,0.0147928,1.8299496144103604
ZNF138,7,446,0.0107872,1.967091269159122
ZNF14,19,180,0.00565353,2.2476802989400326
ZNF140,12,66,0.00287151,2.541889666954726
ZNF141,4,365,0.00987711,2.005370109527235
ZNF142,2,140,9.79039e-05,4.009200007739827
ZNF143,11,357,0.00169399,2.771089157734732
ZNF146,19,190,0.0172123,1.7641610930328273
ZNF148,3,532,0.0104616,1.98040188927071
ZNF154,19,124,0.0284761,1.5455194906131113
ZNF155,19,213,0.0202764,1.6930091498771596
ZNF16,8,208,0.018426,1.7345689331732874
ZNF160,19,361,0.00515146,2.2880696680301322
ZNF165,6,140,0.00749601,2.125169842752359
ZNF169,9,363,0.000652665,3.185309676279705
ZNF17,19,106,0.00678453,2.1684802328202366
ZNF174,16,123,0.0250081,1.601919302706152
ZNF175,19,296,0.00630406,2.200379662024702
ZNF177,19,169,0.0389798,1.409160393518018
ZNF18,17,159,0.0395503,1.4028502179096565
ZNF180,19,306,0.00379734,2.4205205159723504
ZNF181,19,116,0.0083163,2.080069852434057
ZNF184,6,504,0.00184175,2.7347693214730784
ZNF189,9,145,0.0856052,1.0674998537490792
ZNF19,16,104,0.0141733,1.84852902025832
ZNF192P1,6,146,0.00714167,2.1462002214199316
ZNF195,11,214,0.0132343,1.878299024833133
ZNF197,3,113,0.0400267,1.3976502138136448
ZNF197-AS1,3,77,0.0400267,1.3976502138136448
ZNF2,2,63,0.0167919,1.7749001607511388
ZNF20,19,90,0.0357824,1.44633053375744
ZNF200,16,155,0.0145828,1.8361590804213892
ZNF202,11,173,0.00750948,2.1243901350263785
ZNF204P,6,169,0.0101219,1.9947379576479307
ZNF205,16,83,0.0382816,1.4170099189451004
ZNF205-AS1,16,74,0.0382816,1.4170099189451004
ZNF207,17,138,0.0112792,1.9477217024720486
ZNF208,19,470,0.0165714,1.7806407995715734
ZNF211,19,190,0.102385,0.9897636653758649
ZNF212,7,168,0.0681899,1.1662799464446472
ZNF213,16,91,0.0325859,1.4869702795897888
ZNF213-AS1,16,91,0.0325859,1.4869702795897888
ZNF214,11,228,0.00450588,2.3462203785313593
ZNF215,11,413,0.00612717,2.21274006988223
ZNF217,20,211,0.0070291,2.1531002781175386
ZNF219,14,117,0.0143166,1.844160108882986
ZNF22,10,113,0.0025222,2.598220478646159
ZNF22-AS1,10,108,0.0025222,2.598220478646159
ZNF221,19,227,0.02719,1.5655907924124999
ZNF222,19,113,0.012961,1.8873614893815076
ZNF223,19,150,0.0571321,1.2431198123187561
ZNF224,19,172,0.0063058,2.2002598078148523
ZNF225,19,213,0.0063058,2.2002598078148523
ZNF226,19,111,0.00879063,2.0559799991333847
ZNF227,19,179,0.0228223,1.6416405901117592
ZNF229,19,322,0.00130623,2.883980346080667
ZNF23,16,126,0.0100774,1.996651502742132
ZNF230,19,152,0.0207038,1.683949936302927
ZNF232,17,167,0.0254121,1.5949594443267514
ZNF232-AS1,17,97,0.0702813,1.1531602139154327
ZNF233,19,108,0.00459992,2.3372497213316157
ZNF234,19,158,0.00879063,2.0559799991333847
ZNF235,19,132,0.00459992,2.3372497213316157
ZNF236,18,768,0.0113454,1.9451801877710788
ZNF236-DT,18,286,0.0341334,1.466820449849269
ZNF239,10,162,0.0105427,1.9770481514634428
ZNF24,18,88,0.0428805,1.3677401592766916
ZNF248,10,685,0.000895777,3.047800092707717
ZNF25,10,212,0.000216481,3.6645802145866275
ZNF250,8,104,0.0035912,2.4447604076064033
ZNF251,8,175,0.0100607,1.9973718010334642
ZNF252P,8,207,0.0156848,1.804521014706125
ZNF252P-AS1,8,84,0.0388839,1.4102301824408172
ZNF253,19,254,0.00728266,2.137709965148111
ZNF254,19,595,0.00703089,2.152989696655275
ZNF256,19,85,0.00688684,2.161980006737968
ZNF257,19,380,0.0378068,1.4224300801395782
ZNF26,12,20,0.0814104,1.0893201113994642
ZNF260,19,147,0.0340902,1.4673704508496777
ZNF263,16,63,0.000313271,3.5040798065958105
ZNF264,19,218,0.00619413,2.2080196840792996
ZNF266,19,235,0.0340832,1.4674596369951245
ZNF267,16,131,0.00308759,2.510380374320553
ZNF268,12,242,0.00241568,2.61696059630861
ZNF271P,18,107,0.0011347,2.9451189451372284
ZNF273,7,341,0.0506944,1.2950400127262873
ZNF274,19,212,0.00419691,2.377070343850807
ZNF276,16,355,0.0151461,1.8196991801335622
ZNF277,7,582,0.00114932,2.9395590358152592
ZNF28,19,364,0.0206986,1.6840590281100578
ZNF280A,22,222,0.00969795,2.0133200593192853
ZNF280B,22,240,0.038176,1.4182095780097521
ZNF280D,15,390,0.0325889,1.4869302983870347
ZNF281,1,75,0.0230994,1.63639930063051
ZNF282,7,238,0.00538642,2.268699785983763
ZNF283,19,248,0.00552713,2.2575003205424
ZNF284,19,155,0.00749635,2.1251501447029697
